record_type,user_id,name,compliment_type, num_compliments_of_this_type
compliment,k-p6rGyZLGXrz1aYNJ1idw,Krystal,plain,3
compliment,itIW-VSTTaIV-IsK_JdZqA,Ben,note,4
compliment,itIW-VSTTaIV-IsK_JdZqA,Ben,plain,3
compliment,itIW-VSTTaIV-IsK_JdZqA,Ben,cool,5
compliment,itIW-VSTTaIV-IsK_JdZqA,Ben,more,1
compliment,d9baNYtd8CI0FBj_GTK_Gw,Carolann,note,1
compliment,lW4t0CHzIojxT5vIKHauOQ,C,funny,1
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,funny,2
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,cute,1
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,plain,2
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,note,2
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,hot,1
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,cool,6
compliment,BSuwgXgHqB9TqiLa4lvMQA,Jenny,more,1
compliment,LTB9NWLhZEIZbsFhuUOjfA,Linda,photos,1
compliment,LTB9NWLhZEIZbsFhuUOjfA,Linda,funny,1
compliment,LTB9NWLhZEIZbsFhuUOjfA,Linda,plain,2
compliment,2cBeJIf7DsPP4Jc-6PiASg,Lezza,cool,1
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,profile,1
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,cute,8
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,funny,18
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,plain,14
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,writer,9
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,list,1
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,note,7
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,photos,5
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,hot,17
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,more,3
compliment,RGQ1ijtH-rVnNzaM53C0EQ,annaliese,cool,16
compliment,bsU6RoHmd8qi4CczWQVS1w,Kelly,hot,1
compliment,bsU6RoHmd8qi4CczWQVS1w,Kelly,writer,2
compliment,bsU6RoHmd8qi4CczWQVS1w,Kelly,cool,2
compliment,JKF2OPi-CgI14lnbpXpPDw,Mark,plain,1
compliment,JKF2OPi-CgI14lnbpXpPDw,Mark,cool,2
compliment,zytGdAIrWngyWT_LTLYTZw,Terry,plain,1
compliment,bivEb1NWuDjXOZAqI0mFpA,Courtney,plain,1
compliment,-LvAzFRimmmSDNcOFOBdlA,Daniel,plain,1
compliment,i-Tsr1C0ZCHoPG5dgpx5QQ,Tiffany,plain,1
compliment,i-Tsr1C0ZCHoPG5dgpx5QQ,Tiffany,funny,1
compliment,i-Tsr1C0ZCHoPG5dgpx5QQ,Tiffany,cool,4
compliment,kZgk12bNnb2rEsK6NCNJLg,Adam,hot,1
compliment,kZgk12bNnb2rEsK6NCNJLg,Adam,cool,1
compliment,02bHL82hFxlOtuJ4p2OqRA,Camelia,note,1
compliment,mk-YnK-jIHBUKtZk9y8ZiA,Mary,note,2
compliment,mk-YnK-jIHBUKtZk9y8ZiA,Mary,more,1
compliment,mk-YnK-jIHBUKtZk9y8ZiA,Mary,writer,1
compliment,mk-YnK-jIHBUKtZk9y8ZiA,Mary,cool,2
compliment,ic8P3NhggYAx2FReB93E_g,Brooke,plain,1
compliment,ic8P3NhggYAx2FReB93E_g,Brooke,cool,2
compliment,z-MbAA57Ag4cJEp6mgVReg,Chris,note,2
compliment,z-MbAA57Ag4cJEp6mgVReg,Chris,plain,2
compliment,z-MbAA57Ag4cJEp6mgVReg,Chris,cool,1
compliment,SCkg1fUjBVOze8wWlTGCog,Erin,plain,1
compliment,SCkg1fUjBVOze8wWlTGCog,Erin,hot,3
compliment,SCkg1fUjBVOze8wWlTGCog,Erin,writer,2
compliment,SCkg1fUjBVOze8wWlTGCog,Erin,more,1
compliment,SCkg1fUjBVOze8wWlTGCog,Erin,cool,3
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,profile,4
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,funny,1
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,plain,17
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,writer,12
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,note,7
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,photos,3
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,hot,10
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,more,2
compliment,O3IylSoiA4eWzabCu9j-UA,Mary,cool,7
compliment,WydfymGZvhGvXs-qRmDXbA,Corie,hot,1
compliment,WydfymGZvhGvXs-qRmDXbA,Corie,cool,3
compliment,2nmX0g_Fb2BfzEKXm1NTxw,Kristi,note,1
compliment,-UOtC3uKrZUvShvMmwxwBQ,Kenny,plain,1
compliment,-UOtC3uKrZUvShvMmwxwBQ,Kenny,cool,1
compliment,yDbeTIc2HnUPQvqRn2z89g,Anony,writer,1
compliment,eWGttuX90Im6RmUxqQtEGw,Nadine,note,28
compliment,eWGttuX90Im6RmUxqQtEGw,Nadine,plain,2
compliment,eWGttuX90Im6RmUxqQtEGw,Nadine,hot,2
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,funny,1
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,plain,4
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,writer,1
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,note,3
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,photos,1
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,more,2
compliment,IldNKx5L8unlcv3LBSs-_g,Andrea,cool,1
compliment,uyPZX9hARA26pbBNovp0bw,Aya,plain,8
compliment,uyPZX9hARA26pbBNovp0bw,Aya,more,1
compliment,uyPZX9hARA26pbBNovp0bw,Aya,cool,4
compliment,BH2SoUp_EBfzzTd7aU7zZw,Cornelis,note,4
compliment,BH2SoUp_EBfzzTd7aU7zZw,Cornelis,plain,4
compliment,BH2SoUp_EBfzzTd7aU7zZw,Cornelis,more,1
compliment,BH2SoUp_EBfzzTd7aU7zZw,Cornelis,funny,1
compliment,k_TICSi_1wjvAvaVOQZH9Q,fiordelisa,cool,2
compliment,1rpKzx80eera8BpIEzGs6w,Melanie,cool,1
compliment,QtBhzEqhe22TpW1MGd0hXw,Seamus,note,1
compliment,QtBhzEqhe22TpW1MGd0hXw,Seamus,plain,3
compliment,QtBhzEqhe22TpW1MGd0hXw,Seamus,hot,1
compliment,QtBhzEqhe22TpW1MGd0hXw,Seamus,writer,1
compliment,QtBhzEqhe22TpW1MGd0hXw,Seamus,cool,5
compliment,42su7lD8TYo8CRuRebIn0Q,Liane,note,2
compliment,42su7lD8TYo8CRuRebIn0Q,Liane,funny,1
compliment,42su7lD8TYo8CRuRebIn0Q,Liane,hot,1
compliment,42su7lD8TYo8CRuRebIn0Q,Liane,cool,1
compliment,uiruYfCoSlSrrTUXmdRbog,Jeff,more,1
compliment,TPWJIxCS8RZuFpz9yyEjyA,Kim,plain,1
compliment,TPWJIxCS8RZuFpz9yyEjyA,Kim,hot,1
compliment,TPWJIxCS8RZuFpz9yyEjyA,Kim,funny,2
compliment,TPWJIxCS8RZuFpz9yyEjyA,Kim,cool,1
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,profile,2
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,funny,20
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,cute,2
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,plain,41
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,writer,27
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,note,34
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,photos,7
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,hot,37
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,cool,50
compliment,hbCGcvU3IdEzJyWA12-bLQ,Justin,more,8
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,profile,1
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,funny,1
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,cute,1
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,plain,6
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,writer,11
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,note,5
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,hot,9
compliment,tFzOh3y_U0fSDkHNNJ8OtQ,Danielle,cool,7
compliment,uT4RG3b09OLnMtuBTeol4g,Kevin,cute,1
compliment,uT4RG3b09OLnMtuBTeol4g,Kevin,hot,2
compliment,uT4RG3b09OLnMtuBTeol4g,Kevin,cool,1
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,plain,2
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,writer,2
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,note,1
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,hot,2
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,cool,2
compliment,MPLTFlXYF8QLpLClRmG0yQ,Jessica,more,1
compliment,pZMKTt3fKMfsOKRopKCWEQ,Moni,note,3
compliment,pZMKTt3fKMfsOKRopKCWEQ,Moni,plain,2
