record_type,user_id,name,friend_id
friend,pUH4jgOmTNIdATc6eD8ShQ,Lawrence,FJOfqqdUI00oAiWP4sH1wg
friend,CrobQS8vrbL9WscsILhNaQ,Kara,ARe8Nr_YehB2ubsGJhZ-hg
friend,CrobQS8vrbL9WscsILhNaQ,Kara,hpp0MIxErdsV_bOG-J-w0A
friend,CrobQS8vrbL9WscsILhNaQ,Kara,4zSC55urVq6P2thZeTSEmA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,DrKQzBFAvxhyjLgbPSW2Qw
friend,CrobQS8vrbL9WscsILhNaQ,Kara,BSI42r_Q2NmDeYU-rf12nA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,4KfHYedQqkUyyqufXn-jhA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,nN6rr9Z6DRYg2J4mXagWZA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,YcmbgKpGDhMu4w2AWuIgWA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,6f2gvFSd10uDBwwrJOpkIg
friend,CrobQS8vrbL9WscsILhNaQ,Kara,AeKxYEybfws0rJNxksSEow
friend,CrobQS8vrbL9WscsILhNaQ,Kara,_A_2A-bjADJTKBoWd_B5qg
friend,CrobQS8vrbL9WscsILhNaQ,Kara,dS02pxg9FMgcJoQEohsMCA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,9YXeaBBjAxlo1LC0u3DGRA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,YliKl02LUwqbhbqsUgXScA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,x7ZP6lB2fZl2UN6lun87lA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,2Pfiv4m9chDZQ1ziu1tgvA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,0IAOkW3KD1Dsx2hnwb0CSA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,z9JL8bX2OkDrigPqXpyERg
friend,CrobQS8vrbL9WscsILhNaQ,Kara,LdJzVbO6bYViUTamrvjkwQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,BcTUu_Cl6qBm-WIoDs0YAQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,GCmryIlvlp9DpA0bdf1VKA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,gcnyFSgta64XuEY-LRGm6g
friend,CrobQS8vrbL9WscsILhNaQ,Kara,6bXPDxDhabF_rOaAYe1L8w
friend,CrobQS8vrbL9WscsILhNaQ,Kara,6egiNGkjRT2xHh3Fi-faxQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,4rdwbkWoeiyII1R73oqy5A
friend,CrobQS8vrbL9WscsILhNaQ,Kara,NVbT_O6GGNhfPwr-jYgziA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,Tw3ZnvEVyjBA8-y7VNyygQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,IOHviM8q3MLxZadQumjATQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,jqFDkYxNORSbSYRM0eZXVA
friend,CrobQS8vrbL9WscsILhNaQ,Kara,oYTZ2PbYYd2MDbVYUoQpCw
friend,CrobQS8vrbL9WscsILhNaQ,Kara,gxc4HL5AI-1NQEGH73Mvxw
friend,CrobQS8vrbL9WscsILhNaQ,Kara,nG_zliKHG2PUttJa8z2APQ
friend,CrobQS8vrbL9WscsILhNaQ,Kara,BRydUrmdK4pZsbUvZ8tBAw
friend,Q8OVXYU-e64zPRnGmLPAFA,Samantha,l3HW7gEj29RBYQ_ze6MrSQ
friend,q-PTWMtatEy3akLtSz6RUQ,Dainen,_u_eL4lniTlx3S-klpPMOw
friend,q-PTWMtatEy3akLtSz6RUQ,Dainen,nIQnFfdKXXgyh0w_vvek6A
friend,q-PTWMtatEy3akLtSz6RUQ,Dainen,TxaotXMnWnjlM48VG-NOKg
friend,q-PTWMtatEy3akLtSz6RUQ,Dainen,Z1AtctUa5dE1ZvbPwe9AMA
friend,zBOHzXD4ptV9KH9znSjGFw,TTrraaccYY,ay4ipTGSBeEx-U61MqRlrw
friend,zBOHzXD4ptV9KH9znSjGFw,TTrraaccYY,WTEcPmeEf5Pqv7diNm4wuA
friend,XruCTfe0QWF6L6CfdMVQTA,Amy,6AuI-RB8zGjT2f3iW2r19Q
friend,XruCTfe0QWF6L6CfdMVQTA,Amy,KCMpNNZer2jQJXCmNTw-gg
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,Y-xnC6hyl1inwEEkfdvySg
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,6FA3tLuYfXLNu65AxcKF4w
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,GSEEQWbJwT6xIYUn9em-ww
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,VPhPKL28tnm7GBW4gjFnCw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,bUQ1wtN5hUCyMKKW8WFfOA
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,JqyxkGd3VCMfA4m23A7nTw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,5CKnvgKkOAbHc5K49dM2Zw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,4R5lyEICmefgX2v1DnwZXw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,-HFEh7XPpwPY5baRauZukQ
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,CwUVFQ0FA9RzqbVzi0g3vQ
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,BJNh7EIqy7EQKut2U4KUpw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,zFlwZcmhhrmh-faicuGaBw
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,1USi_kuxGsiGODdNq3kT6g
friend,2HtycTqPdaZNwSI-5yoP4w,Tina,TiADYdOtXxkjhl8nR8SfnQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,WsPgO3ycZjRp7wFh18JdMQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,J4xFxIXDH6nXdF5rTYiBCw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,ChPpkHTyL3CyajLIuUrgjg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,9xaJ7hM8SCrXFowDKZ1kHw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,-Di4b_ITYZCDmqEarzJPrQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,KRI1kCT7SY6XMX9fBALQYA
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,xHZ4TmIT7rVsa0R-xhx7tw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,NewI5TakF8rpbf3qGDDXgg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,2t1Jw8VTti_bjhbVpnFZhA
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,LUojCWbXJ2jdxuVa95XCnQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,tgxm9cbTe-OIjGDXBPEAWw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,OGC_m0ckvY-kh7M6521GKg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,X4jQgDVJsw1gkMjBVrYCcg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,bM2OTIopnFoaQGLxK2PxPg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,NJOSjxi6_pS5RBfKNivZBQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,wvcy8WfDuiNlg9Sdq0TV8A
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,UNA6CCLdOz4m48alNSeZnw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,gCABnvxFr22KE78zBlG0cg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,gsn8-66N69xHvA7ZLV4tgQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,_9yx2LZC_4vMVP6DIaBotg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,A39IQmiSF32WQ0FK4ssa3Q
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,GqTrESDFDS5vm2z-vUnqHA
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,pC9McxCam7biyjRSRJ-7Ow
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,9YeYPKmLbpm6Mjgg7S7fyA
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,nEYPahVwXGD2Pjvgkm7QqQ
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,W2OOSQWK3Qh8c4VqtLXvRg
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,AVZ5-m4EDcXiKblTptQ9lw
friend,cxp0BBYoJG4r6mo1m7wAgQ,Yen,lI24hyUw71EBk0Kxfl-izA
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,bsFiB48lSclmpm2q8sdeZQ
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,OFXSAjN-3QUcre3Pu8g2dg
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,SFGZ6klvcqTRO1KOFjSEYw
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,-Oaj1kLp2Uk1gJCvX7Lgfw
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,Jiq-8zFgC9OtoYyTVBwrhw
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,GjDZy5RSuKIeprqQ7cDD-g
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,P6ml8ZjWu9dd-7aqIzLVTQ
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,-H7hd6l1GIEyyAWe0uCybA
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,bDiOBOl0lcYfXSyoF9HBqw
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,x_A8MdWf12rcBFAZI1112Q
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,aaHyqSTcpdkismEP0bj0rQ
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,iv5E1iF2mXcFoygg2Bvvxw
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,f_SH_7Hg1WFKCL4JJeAMQQ
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,vtrF2x43iXwzIVWP9bmo2g
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,UFk0HooWwTrgMjJMbg_kOg
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,CBRMrCvjyrwGpmvQsbod8Q
friend,aDvsKYxRwhOdfiDnjAwrfA,Adam,uaPLWwsGxWfm5nh5a0f6yQ
friend,Z1MYSELFSHi3bUT_0JLuIg,Jodi,M1KscMT7L7HoJyhQ-Zv9Wg
friend,Z1MYSELFSHi3bUT_0JLuIg,Jodi,7KlSbw6D6TEs07b5nb1ZUA
friend,PWhJbGiPIqB0E87Up1o66w,Jodi,cwIZyUzEpsXzz_5VZT4LCQ
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,dlRd3UKuRmf2jCpiNnI9ww
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,ARe8Nr_YehB2ubsGJhZ-hg
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,vKyVSTsPIBFZ5aD__mThOA
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,jlpbR7IurKHCnSrGxELVlg
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,7t-sK5pS66PlRlTEHyG4TQ
friend,6Ltt4LYdKe6yFlnJEkHPVw,Todd,_A_2A-bjADJTKBoWd_B5qg
friend,6CfB1MEvy7AQkP0Mpbsrjw,Olivia,2KdyU7jZJH48o0IFsAAt2w
friend,6CfB1MEvy7AQkP0Mpbsrjw,Olivia,RzQET31LxDr3MyY__Q7eAw
friend,6CfB1MEvy7AQkP0Mpbsrjw,Olivia,uzqmhxw0zrZH4XjIJrKCaQ
friend,QM1CBJVZro4twuKwdA2qng,Tammy,Q9SKKZgbTMf5fXTQerFdqw
friend,QM1CBJVZro4twuKwdA2qng,Tammy,SkQnT2_ak6Zsy4q2HDQ-TA
friend,Dix2X50knqztuNdHiOXDMQ,Tess,EUgn-WL9Mrmy2qi88SdpUg
friend,Dix2X50knqztuNdHiOXDMQ,Tess,3NUwUW4AzAQe1VK-lJzOyw
friend,Dix2X50knqztuNdHiOXDMQ,Tess,xGzViEfSb0ndnpReLecOzw
friend,Dix2X50knqztuNdHiOXDMQ,Tess,IY6cZKNqWEokRQULENrkOw
friend,jAPNDLUvMkZ68gJU4s-Rcg,Dave,iKJj3aOF4y_DT70MqyXvQg
friend,jAPNDLUvMkZ68gJU4s-Rcg,Dave,xIMbDa6m-STN0UW1YhQRGg
friend,jAPNDLUvMkZ68gJU4s-Rcg,Dave,9BVtPzLxv996MvZwyDCFng
friend,jAPNDLUvMkZ68gJU4s-Rcg,Dave,8NafdUQ0GNaMnnkHZa-Azw
friend,OxG-tdvCgjDbnOtrINqbmQ,Will,xBxdNfnfMvGqFWHGea5oow
friend,OxG-tdvCgjDbnOtrINqbmQ,Will,aNY26bBTkwzfuLwyg3hKsg
friend,TLnLi5U0T3AA3JTJiFz8jA,Jesus,yxp9i_wQo9wd6PE09IjT7A
friend,TLnLi5U0T3AA3JTJiFz8jA,Jesus,H4bi5dCXGnC4fReslhZ2ew
friend,TLnLi5U0T3AA3JTJiFz8jA,Jesus,UmZnn6B0PV4nAiWix0F4qQ
friend,C1IHVBsXnA8A8W-7tyhgrw,Jessee,EFI3DZhBVyM0hkDCDzJmUg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,rpOyqD_893cqmDAtJLbdog
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,ZWOj6LmzwGvMDh-A85EOtA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,pW91HUnVz6ssLZ4dY-ztyQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,MWXx9a9hqL2DViV0bHCvMw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,eVV99D3EZvkuswIvIySKiw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,B07nZ9Zg6ltB1dRwyW3KzA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,gn3Y0mWduWrvT1hvu7fv4A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,OqROyeTW56bYSNqQwBdHMA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,iS6hdSto12BhPyrBYe0E8A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,3ZNHuWJghCXKX1_8VTlI7Q
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,bgy1PPzEqklRtMq-9ssTkQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,O4Nh7kdYhJycUbNLa63OYg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,ctfrZmE6YZ9veDGcQSbfuw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,h98aZu78BmdmvPF8_uMzbA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,BPDi7weg07-yAYq1QsfU2g
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,8KDkkvNMyzaN8jfAU4Fr3g
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,2LE_1IcSFlOUUM_lDKwE4A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,zi0kxtr5gq0Flg7jYdIlMA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,BJUXMLNyQKjQq57BDWy1Ow
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,BpmYi6K_0jXj0gO4_GmVHw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,k-7B140R3vwGwZrw6tfxvA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,1UJbOl-jKNIUjroeC4xWxg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,JM73m4ApTuczMCpFqXcY1A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,ghf5qgIGcTlKo5lhYmVTYg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,koYomf67VzeDv1OapN1w4Q
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,vTobc9s3eAy-559uz6ARJw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,eNrtdrGazNbdiQRmOr5EXw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,W8-DN0eGI7GykTaJGJ5clg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,Gf8ri4gDRao-U-4Z5UJ1bg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,2_vXkSanTJ2qQb9yP75HLA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,oVXnn7N_xjKeKgKtFftyyQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,VhqHqdYC1XBGBCQhW_4RmA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,fQovfpPn1sOdTQwjCtqPaw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,mAuBHENS_DeFCQqrJC_UxA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,bkaxOJIYe0rnOftqg8jNGA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,UCqJPuDPoWmNYQskv8Yvrg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,C9tCsaYVHdMcQeACECXDCA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,-ANkfLbDf8aiBQ7vywIL6w
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,nKoB5cWZHXYUIUcQsUDogA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,TLj3XaclA7V4ldJ5yNP-9Q
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,y8ZCNq8HSGDSx7Vm-NYEOw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,_VtoKtLvDAjWttQ9wVD5kw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,Oku43zC6_N7LAbwmVxSNbA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,y2zwsT-arc0H2rR5yKR2XQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,5FYOwdksrUhXI2rrkLKfTA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,5YySKNsPmTeG69nT-dS6Hg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,awbr0LJhM4bPQSDa2F2r7A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,WZ_WF0vHKu0EDI9Gi8LQGg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,jGU3UqvZVUEv8vs99gSBEQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,2ppmZCiCu7EBNq7tIa-QgQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,uW_tJFhFuau6gFHRXhMWMQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,xynvN_YDNcqJjpqtRGgr5w
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,Vpy2w-Y7KqqFfDoiZG-Zuw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,dbvquglDffVHW6mDYiLs6g
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,Ow2FFWLAHDIM3Lp3q2vwBQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,_fbvlajq2-rkZpu_n2FeHA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,50ofEHGBhs1HGQYvCRnFOQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,mUHqAQI9-7T5WXGe1iptOA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,vzjGe0X9htp1yzPvA_8udw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,-egXQfAzhRvq3BAgug10fA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,SdZtzMCtVK7izX8twot9rQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,xffyBWMps5bdgLc2uF4xXQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,IiwvpN45uuSpQg5lpZfrZA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,XTi7LJPw5_izQaMQF4cU1Q
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,4Ecmr5SNF_q9cyf6r2mN-A
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,3fu8rLuPiFX99i2OecAgdw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,pDRb-eS7lcBQ__pJz072Ng
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,pqlRaKvhnyrNoxT8yeadWg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,Q3RUYDQt-6wAJJD6kt7rkQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,yLyCPcwD0iEAz2rxCOt1gg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,E_s-wra-91d3IgUUKguSYA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,eqi3jBRRvCGQ6zpXkzlJYw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,1Hj4I8tjVu-EF0yaKfVDVA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,CDhv0TaqqQSoB-9zSZXTkg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,d_8vI9kptEB8n8L9NUeeEA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,5u7X2e87l5JuhJwxwxbQcg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,SAy3PHTU-xt7Ok1_rMAUlw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,NvJ2ZK0jgHdpFeWyO2m5Sw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,uKLUUlCVlvyMfYlV3523Uw
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,w7YkAgJ2t5Q9zkfq58tpJg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,3cEiqteg4SeGrKHN-VVOvg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,_i_EFOlKunXcKgFpESc0bA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,kyCgwO375zDe6FHOgb33Kg
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,iJvrW5HPprsTlsABAdYeGQ
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,nCUBZSSKwUWhJLXXx62agA
friend,4qRz_FoKPwHNvPdESPa8xA,Priscilla,hCDZ1uedP9ij6ukbL2IgFg
